Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with women participation in ownership,Percent of firms with majority women ownership,Percent of firms with a woman top manager,[B-READY] Percent of firms owned or managed by women among those that held a government contract in last 3 years,Proportion of permanent full-time workers that are women (%),Proportion of permanent full-time production workers that are women (%)*,Proportion of permanent full-time non-production workers that are women (%)*,Proportion of women workers offered formal training over last fiscal year (%)*,"Proportion of women workers offered formal training over last fiscal year (%, only service sector)"
Ecuador,2017,Gender of Top Manager,,Top manager is female,Average,85,27.8,100,,39.8,22,48.4,,
Ecuador,2017,Gender of Top Manager,,Top manager is male,Average,66,14.6,0,,32.5,20.5,50.9,,
"Egypt, Arab Rep.",2013,,,,Average,16.1,3.9,7.1,,11.8,10,11.2,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,All,Average,16.7,4,6.5,,10.3,10,11.2,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Food,Average,16.6,3.7,4.4,,13.3,11.5,14.1,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Textiles,Average,31.4,3.6,12.9,,19,22.2,14.4,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Garments,Average,12,3,10,,28.1,34.5,21.4,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Leather Products,Average,21.2,0,3.2,,5.4,4.5,4.9,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Printing & Publishing,Average,28.5,11.6,7.5,,11,5.7,13.2,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Chemicals & Chemical Products,Average,16.3,5.7,11.7,,11.4,5.5,15.1,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Rubber & Plastics Products,Average,35.7,8.8,7.7,,13.1,10.1,13,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Non-Metallic Mineral Products,Average,16.1,6,0.3,,0.6,0.2,2.6,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Fabricated Metal Products,Average,19,11.3,11.4,,2,1.2,6.6,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Furniture,Average,15.1,4.3,7.4,,6.3,6.2,13.4,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Wood Products,Average,17.6,4.9,5,,0.2,0.1,1.2,,
"Egypt, Arab Rep.",2013,Sector,Manufacturing,Other Manufacturing,Average,7.1,0.9,4.4,,5,2.3,4.8,,
"Egypt, Arab Rep.",2013,Sector,Services,All,Average,15.3,3.9,7.8,,14,,,,
"Egypt, Arab Rep.",2013,Sector,Services,Construction,Average,28.6,7.9,0.1,,18.7,,,,
"Egypt, Arab Rep.",2013,Sector,Services,Services of Motor Vehicles,Average,9.6,0,0,,24.5,,,,
"Egypt, Arab Rep.",2013,Sector,Services,Wholesale,Average,3.1,0.1,3.1,,6.4,,,,
"Egypt, Arab Rep.",2013,Sector,Services,Retail,Average,18.7,4.4,12.3,,17.6,,,,
"Egypt, Arab Rep.",2013,Sector,Services,Hotels & Restaurants,Average,18.7,8.1,8.4,,4.1,,,,
"Egypt, Arab Rep.",2013,Sector,Services,"Transport, Storage, & Communications",Average,12.5,0.5,8,,22,,,,
"Egypt, Arab Rep.",2013,Sector,Services,IT & IT Services,Average,n.a.,n.a.,n.a.,,n.a.,,,,
"Egypt, Arab Rep.",2013,Size,,Small (5-19),Average,13.9,4.5,7.8,,11.2,6.4,9.8,,
"Egypt, Arab Rep.",2013,Size,,Medium (20-99),Average,17.2,3,4.9,,12.6,13.8,11.9,,
"Egypt, Arab Rep.",2013,Size,,Large (100+),Average,31.6,2.4,10.2,,14.4,15.5,17.4,,
"Egypt, Arab Rep.",2013,Gender of Top Manager,,Top manager is female,Average,60.3,38.6,100,,24.2,26,19.9,,
"Egypt, Arab Rep.",2013,Gender of Top Manager,,Top manager is male,Average,12.7,1.3,0,,10.8,9,10.5,,
"Egypt, Arab Rep.",2016,,,,Average,17.8,2.4,4.9,,13.4,9.5,9.5,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,All,Average,14.8,1.9,3.7,,9,9.5,9.5,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,Food,Average,12.9,3.4,5.3,,10.6,11.6,10.2,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,Textiles & Garments,Average,14.3,0.1,2.4,,21.5,26,14.6,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,Leather Products,Average,39,0.1,0.4,,1.2,1,2.1,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,Chemicals & Chemical Products,Average,15.9,0.7,5.8,,14,13.4,14.8,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,Non-Metallic Mineral Products,Average,18.6,1.7,5.3,,1,0.3,5.7,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,"Machinery & Equipment, Electronics & Vehicles",Average,20.1,0.6,0.8,,5.8,3.5,13.3,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,Basic Metals & Metal Products,Average,14.3,0.6,0.8,,2.2,1.1,5.2,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,"Wood products, Furniture, Paper & Publishing",Average,8.6,1.5,1.6,,2.2,1,6.3,,
"Egypt, Arab Rep.",2016,Sector,Manufacturing,"Petroleum products, Plastics & Rubber",Average,24.4,0.7,4.1,,5.9,4.9,8.5,,
"Egypt, Arab Rep.",2016,Sector,Services,All,Average,20,2.7,5.8,,16.7,,,,
"Egypt, Arab Rep.",2016,Sector,Services,Construction,Average,41.2,0,0.4,,13.6,,,,
"Egypt, Arab Rep.",2016,Sector,Services,Services of Motor Vehicles/Wholesale/Retail,Average,15.7,2.6,5.3,,16,,,,
"Egypt, Arab Rep.",2016,Sector,Services,Hospitality & Tourism,Average,17.7,3.2,7.4,,10.3,,,,
"Egypt, Arab Rep.",2016,Sector,Services,"Transport, Storage, & Communications",Average,34.1,3,6.9,,26,,,,
"Egypt, Arab Rep.",2016,Sector,Services,IT & IT Services,Average,19.4,1.2,7.3,,24.7,,,,
"Egypt, Arab Rep.",2016,Size,,Small (5-19),Average,14.1,2.7,5.1,,12,7,4.7,,
"Egypt, Arab Rep.",2016,Size,,Medium (20-99),Average,24.2,2.3,5,,16.2,13.4,14.6,,
"Egypt, Arab Rep.",2016,Size,,Large (100+),Average,26.7,0.1,2.4,,15,14.1,22.4,,
"Egypt, Arab Rep.",2016,Gender of Top Manager,,Top manager is female,Average,57.6,22.5,100,,33.5,30.6,16.9,,
"Egypt, Arab Rep.",2016,Gender of Top Manager,,Top manager is male,Average,15.9,1.3,0,,12.3,8.8,8.9,,
"Egypt, Arab Rep.",2020,,,,Average,5.2,2.3,6.3,,17.5,11.3,13.6,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,All,Average,5.8,2.4,3.3,,11.9,11.3,13.6,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,Food,Average,6.6,2.8,5.3,,13.5,13.2,13.7,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,Textiles & Garments,Average,6.7,3.2,5.3,,30,32.2,24.4,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,Leather Products,Average,6.9,0.4,1.5,,7.7,6.6,9.9,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,Chemicals & Chemical Products,Average,10.1,2.7,3.1,,15.1,9.5,29.3,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,Non-Metallic Mineral Products,Average,13.3,8.3,3.6,,3.2,2.2,5.6,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,"Machinery & Equipment, Electronics & Vehicles",Average,3.3,0,0.9,,5.4,1.2,18.1,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,Basic Metals & Metal Products,Average,5.6,2.5,1.9,,4.8,3.5,9,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,"Wood products, Furniture, Paper & Publishing",Average,2,0.6,0.6,,3.7,2.8,6.8,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,"Petroleum products, Plastics & Rubber",Average,9.5,1.8,3.9,,9.4,7.5,16.6,,
"Egypt, Arab Rep.",2020,Sector,Manufacturing,Other Manufacturing,Average,0,0,0,,20.1,0,40.8,,
"Egypt, Arab Rep.",2020,Sector,Services,All,Average,4.7,2.2,8.2,,21.1,,,,
"Egypt, Arab Rep.",2020,Sector,Services,Construction,Average,4.1,0,5.1,,20.9,,,,
"Egypt, Arab Rep.",2020,Sector,Services,Services of Motor Vehicles/Wholesale/Retail,Average,5,2.8,7,,19.2,,,,
"Egypt, Arab Rep.",2020,Sector,Services,Hospitality & Tourism,Average,9.5,2.8,6.3,,22.1,,,,
"Egypt, Arab Rep.",2020,Sector,Services,Other Services,Average,2.6,0.2,15.9,,30.6,,,,
"Egypt, Arab Rep.",2020,Size,,Small (5-19),Average,4.7,2.2,6.5,,16.8,10.5,9.2,,
"Egypt, Arab Rep.",2020,Size,,Medium (20-99),Average,6.2,2.8,6.4,,20.8,14.4,21.9,,
"Egypt, Arab Rep.",2020,Size,,Large (100+),Average,8.1,0.7,1.1,,10.8,4,21.1,,
"Egypt, Arab Rep.",2020,Gender of Top Manager,,Top manager is female,Average,29.3,26.3,100,,44.4,21.4,40.6,,
"Egypt, Arab Rep.",2020,Gender of Top Manager,,Top manager is male,Average,3.5,0.7,0,,15.7,11,12.7,,
El Salvador,2006,,,,Average,39.6,,,,39,35.1,43.8,,
El Salvador,2006,Sector,Manufacturing,All,Average,42.6,,,,39,35.1,43.8,,
El Salvador,2006,Sector,Manufacturing,Food,Average,46.7,,,,40.3,35.3,45.7,,
El Salvador,2006,Sector,Manufacturing,Garments,Average,49.4,,,,67.3,71.8,55.7,,
El Salvador,2006,Sector,Manufacturing,Non-Metallic Mineral Products,Average,33.3,,,,13.5,8,30.3,,
El Salvador,2006,Sector,Manufacturing,Fabricated Metal Products,Average,18.6,,,,11.6,1.9,38,,
El Salvador,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,42.5,,,,40.3,37.1,41.3,,
El Salvador,2006,Sector,Services,All,Average,38.6,,,,,,,,
El Salvador,2006,Sector,Services,Retail,Average,54.4,,,,,,,,
El Salvador,2006,Sector,Services,Rest of Universe-Services,Average,34.3,,,,,,,,
El Salvador,2006,Size,,Small (5-19),Average,37,,,,35.4,31.2,45.1,,
El Salvador,2006,Size,,Medium (20-99),Average,47.5,,,,40.9,35.2,40.9,,
El Salvador,2006,Size,,Large (100+),Average,38.2,,,,47,47.8,44.6,,
El Salvador,2010,,,,Average,40.2,,21.4,,35.6,30.9,41.8,,
El Salvador,2010,Sector,Manufacturing,All,Average,38.2,,16.9,,35.2,30.9,41.8,,
El Salvador,2010,Sector,Manufacturing,Manufacturing,Average,38.2,,16.9,,35.2,30.9,41.8,,
El Salvador,2010,Sector,Services,All,Average,40.9,,22.9,,35.7,,,,
El Salvador,2010,Sector,Services,Retail,Average,61.7,,27.9,,37,,,,
El Salvador,2010,Sector,Services,Other Services,Average,28.4,,20.1,,34.9,,,,
El Salvador,2010,Size,,Small (5-19),Average,37.9,,22.5,,33.9,21,42.9,,
El Salvador,2010,Size,,Medium (20-99),Average,49,,21.2,,34.3,33.9,42.3,,
El Salvador,2010,Size,,Large (100+),Average,31.1,,17.2,,45.7,40.3,39.8,,
El Salvador,2010,Gender of Top Manager,,Top manager is female,Average,49.5,,100,,48.7,43.3,56.5,,
El Salvador,2010,Gender of Top Manager,,Top manager is male,Average,37.9,,0,,32,29.5,40.1,,
El Salvador,2016,,,,Average,38.4,24.2,28,,34.7,28.4,37.8,,
El Salvador,2016,Sector,Manufacturing,All,Average,46.2,22.5,19.8,,31.3,28.4,37.8,,
El Salvador,2016,Sector,Manufacturing,Food,Average,47.5,27.9,22.9,,30.4,35.6,30.4,,
El Salvador,2016,Sector,Manufacturing,Textiles & Garments,Average,46.4,13.3,16,,46.7,52.1,36.8,,
El Salvador,2016,Sector,Manufacturing,Furniture,Average,26.4,10.8,5.7,,9.6,6.5,28.4,,
El Salvador,2016,Sector,Manufacturing,Other Manufacturing,Average,47.2,23.5,20.5,,28.7,18.5,42.5,,
El Salvador,2016,Sector,Services,All,Average,36.3,24.6,30.1,,35.6,,,,
El Salvador,2016,Sector,Services,Retail,Average,45.3,33.1,35.6,,39.3,,,,
El Salvador,2016,Sector,Services,Other Services,Average,28.6,17.6,25.4,,32.4,,,,
El Salvador,2016,Size,,Small (5-19),Average,35.3,25.8,26.5,,34.7,28,38.7,,
El Salvador,2016,Size,,Medium (20-99),Average,47.8,22.7,37.7,,35.2,24.1,34.7,,
El Salvador,2016,Size,,Large (100+),Average,37.8,10.4,7.7,,32.5,35.7,39.9,,
El Salvador,2016,Gender of Top Manager,,Top manager is female,Average,69.9,61.4,100,,52.2,39.2,58.4,,
El Salvador,2016,Gender of Top Manager,,Top manager is male,Average,26.3,9.6,0,,28,25.9,33.6,,
El Salvador,2023,,,,Average,55.5,23.8,25.6,77.5,35.5,34.5,37.1,73.1,66
El Salvador,2023,Sector,Manufacturing,All,Average,54.5,23.7,25.7,75.8,32.9,34.5,37.1,73.1,
El Salvador,2023,Sector,Manufacturing,Food,Average,62.8,39.9,35.7,n.a.,39.7,46.5,33.3,74.3,
El Salvador,2023,Sector,Manufacturing,Textiles & Garments,Average,63.9,22.4,27.3,64.7,50.6,57.1,40.9,46.7,
El Salvador,2023,Sector,Manufacturing,Other Manufacturing,Average,48.7,17,21,76.4,26.6,23,38.3,79.4,
El Salvador,2023,Sector,Services,All,Average,55.9,23.8,25.5,77.7,36.3,,,,66
El Salvador,2023,Sector,Services,Construction,Average,62,3.1,9.8,73.2,21,,,,31.3
El Salvador,2023,Sector,Services,Retail,Average,63.2,47.8,44.6,83.5,46.9,,,,69.1
El Salvador,2023,Sector,Services,Other Services,Average,50.3,15.3,18.5,77.4,33.7,,,,69.1
El Salvador,2023,Size,,Small (5-19),Average,52,28,30.2,83.5,38.1,35.2,35.7,74.2,62.7
El Salvador,2023,Size,,Medium (20-99),Average,65.6,18.3,19.3,76.9,31.2,33.7,39.9,70.7,65.3
El Salvador,2023,Size,,Large (100+),Average,49.5,7.3,8.8,34,27.2,33.4,36.6,73.5,88.8
El Salvador,2023,Gender of Top Manager,,Top manager is female,Average,96.1,73.1,100,100,51.2,43,42,90.4,49.3
El Salvador,2023,Gender of Top Manager,,Top manager is male,Average,41.4,6.4,0,63.9,30,31.4,35.4,67.7,69.4
Eritrea,2009,,,,Average,4.2,3.1,7.6,,40.4,,,,
Eritrea,2009,Sector,Manufacturing,All,Average,9.4,5.1,10.8,,41.7,,,,
Eritrea,2009,Sector,Manufacturing,Manufacturing,Average,9.4,5.1,10.8,,41.7,,,,
Eritrea,2009,Sector,Services,All,Average,0,1.4,5.4,,39.4,,,,
Eritrea,2009,Sector,Services,Services,Average,0,1.4,5.4,,39.4,,,,
Eritrea,2009,Size,,Small (5-19),Average,4,3.7,9.7,,39.5,,,,
Eritrea,2009,Size,,Medium (20-99),Average,5.4,1.2,1.6,,43.8,,,,
Eritrea,2009,Size,,Large (100+),Average,n.a.,0,0,,32.9,,,,
Eritrea,2009,Gender of Top Manager,,Top manager is female,Average,30.6,22.3,100,,41.5,,,,
Eritrea,2009,Gender of Top Manager,,Top manager is male,Average,2.3,1.5,0,,40.3,,,,
Estonia,2009,,,,Average,36.3,,25.8,,44.2,45.6,53.5,,
Estonia,2009,Sector,Manufacturing,All,Average,38.6,,30.3,,53,45.6,53.5,,
Estonia,2009,Sector,Manufacturing,Manufacturing,Average,38.6,,30.3,,53,45.6,53.5,,
Estonia,2009,Sector,Services,All,Average,35.4,,24,,40.6,,,,
Estonia,2009,Sector,Services,Retail,Average,44.5,,27.9,,51.2,,,,
Estonia,2009,Sector,Services,Other Services,Average,31.6,,22.4,,36,,,,
Estonia,2009,Size,,Small (5-19),Average,36.1,,29.3,,44.7,43.6,55.5,,
Estonia,2009,Size,,Medium (20-99),Average,36.8,,18.7,,40.9,46.8,52.5,,
Estonia,2009,Size,,Large (100+),Average,35.7,,14,,54.2,52.3,48.2,,
Estonia,2009,Gender of Top Manager,,Top manager is female,Average,76.1,,100,,80.6,68.2,59.8,,
Estonia,2009,Gender of Top Manager,,Top manager is male,Average,21.8,,0,,31.8,36.6,51.2,,
Estonia,2013,,,,Average,38.3,14.6,27.6,,37.4,34.4,42.2,,
Estonia,2013,Sector,Manufacturing,All,Average,35.2,14.4,26.9,,34.8,34.4,42.2,,
Estonia,2013,Sector,Manufacturing,Manufacturing,Average,35.2,14.4,26.9,,34.8,34.4,42.2,,
Estonia,2013,Sector,Services,All,Average,39.4,14.7,27.8,,38.2,,,,
Estonia,2013,Sector,Services,Retail,Average,47.7,21,30.1,,49.2,,,,
Estonia,2013,Sector,Services,Other Services,Average,38.6,14.1,27.6,,37.4,,,,
Estonia,2013,Size,,Small (5-19),Average,43,17.9,29.8,,37.4,27.4,41.5,,
Estonia,2013,Size,,Medium (20-99),Average,28.7,7,24.2,,38,45.4,43.4,,
Estonia,2013,Size,,Large (100+),Average,13.8,3.5,13.4,,34.3,48.6,42.3,,
Estonia,2013,Gender of Top Manager,,Top manager is female,Average,76.6,49.1,100,,68.7,61.3,53.7,,
Estonia,2013,Gender of Top Manager,,Top manager is male,Average,25.3,0.6,0,,27.5,25.2,37.4,,
Estonia,2019,,,,Average,35.5,16.2,22.5,,34.1,38.4,40,,
Estonia,2019,Sector,Manufacturing,All,Average,34.4,15.4,25.7,,38.8,38.4,40,,
Estonia,2019,Sector,Manufacturing,Manufacturing,Average,34.4,15.4,25.7,,38.8,38.4,40,,
Estonia,2019,Sector,Services,All,Average,35.9,16.5,21.4,,32.4,,,,
Estonia,2019,Sector,Services,Retail,Average,53.6,31.3,49.2,,68.1,,,,
Estonia,2019,Sector,Services,Other Services,Average,33.1,14.1,17,,26.8,,,,
Estonia,2019,Size,,Small (5-19),Average,36.2,17.3,22.4,,33.6,33.9,34.6,,
Estonia,2019,Size,,Medium (20-99),Average,33.4,13.5,22.4,,33.6,42.8,46.9,,
Estonia,2019,Size,,Large (100+),Average,35.4,10.6,25,,47.3,48.6,45,,
Estonia,2019,Gender of Top Manager,,Top manager is female,Average,83.5,57.7,100,,67.5,59,69.1,,
Estonia,2019,Gender of Top Manager,,Top manager is male,Average,21,4.9,0,,24,31.3,29.8,,
Estonia,2023,,,,Average,38,11.6,16,48.3,31.5,33.9,40.2,37.1,40.2
Estonia,2023,Sector,Manufacturing,All,Average,48.7,15.5,21.5,75.2,35.1,33.9,40.2,37.1,
Estonia,2023,Sector,Manufacturing,Manufacturing,Average,48.7,15.5,21.5,75.2,35.1,33.9,40.2,37.1,
Estonia,2023,Sector,Services,All,Average,34.4,10.3,14.1,41,30.2,,,,40.2
Estonia,2023,Sector,Services,Retail,Average,51.2,28.7,46.6,82.4,72.5,,,,68.6
Estonia,2023,Sector,Services,Other Services,Average,32.3,7.9,10.1,38.9,24.8,,,,37.1
Estonia,2023,Size,,Small (5-19),Average,35.9,12.7,14,47.9,29.9,31.6,29.3,n.a.,40.5
Estonia,2023,Size,,Medium (20-99),Average,43.4,9.3,19.7,49.9,34.5,37.3,52.9,42.2,38.4
Estonia,2023,Size,,Large (100+),Average,46.8,4.1,31.4,46.1,40.7,34.3,52.6,73.9,44.8
Estonia,2023,Gender of Top Manager,,Top manager is female,Average,82.2,48.3,100,100,69,70.2,60.7,63.2,55.1
Estonia,2023,Gender of Top Manager,,Top manager is male,Average,29.5,4.6,0,45.1,24.2,23.7,35.5,32.9,38.6
Eswatini,2006,,,,Average,28.6,,,,42.5,42.5,42.6,,
Eswatini,2006,Sector,Manufacturing,All,Average,19.2,,,,42.5,42.5,42.6,,
Eswatini,2006,Sector,Manufacturing,Food,Average,11.1,,,,36.9,37.8,32.9,,
Eswatini,2006,Sector,Manufacturing,Garments,Average,13,,,,72.5,75.5,43,,
Eswatini,2006,Sector,Manufacturing,Other Manufacturing,Average,24.5,,,,38,34.4,46.9,,
Eswatini,2006,Sector,Services,All,Average,30.4,,,,,,,,
Eswatini,2006,Sector,Services,Retail,Average,28.9,,,,,,,,
Eswatini,2006,Sector,Services,Other Services,Average,32.4,,,,,,,,
Eswatini,2006,Size,,Small (5-19),Average,31.2,,,,32.7,26.1,49.2,,
Eswatini,2006,Size,,Medium (20-99),Average,21.7,,,,44.1,42.5,42.2,,
Eswatini,2006,Size,,Large (100+),Average,19.9,,,,50.7,56,37.5,,
Eswatini,2016,,,,Average,36,16.9,27.4,,40.5,38.1,31.1,,
Eswatini,2016,Sector,Manufacturing,All,Average,44.5,23.2,26.9,,34.7,38.1,31.1,,
Eswatini,2016,Sector,Manufacturing,Manufacturing,Average,44.5,23.2,26.9,,34.7,38.1,31.1,,
Eswatini,2016,Sector,Services,All,Average,34.2,15.6,27.5,,41.7,,,,
Eswatini,2016,Sector,Services,Services,Average,34.2,15.6,27.5,,41.7,,,,
Eswatini,2016,Size,,Small (5-19),Average,30.6,21.4,31.3,,42.6,47.1,32,,
Eswatini,2016,Size,,Medium (20-99),Average,47.7,9.8,23,,40.2,38.2,25.6,,
Eswatini,2016,Size,,Large (100+),Average,31.4,8.2,14.6,,24.8,23.1,41.9,,
Eswatini,2016,Gender of Top Manager,,Top manager is female,Average,84.2,53,100,,62.2,46.5,38.8,,
Eswatini,2016,Gender of Top Manager,,Top manager is male,Average,19,3.9,0,,32.3,34.8,28,,
Ethiopia,2011,,,,Average,35.3,7.2,13.6,,33.9,32.6,40.1,,
Ethiopia,2011,Sector,Manufacturing,All,Average,39.9,9.2,12.6,,35.8,32.6,40.1,,
Ethiopia,2011,Sector,Manufacturing,Manufacturing,Average,39.9,9.2,12.6,,35.8,32.6,40.1,,
Ethiopia,2011,Sector,Services,All,Average,34.5,6.8,13.7,,33.5,,,,
Ethiopia,2011,Sector,Services,Services,Average,34.5,6.8,13.7,,33.5,,,,
Ethiopia,2011,Size,,Small (5-19),Average,31.2,10.9,15.6,,35.1,24.1,42.3,,
Ethiopia,2011,Size,,Medium (20-99),Average,33.9,3.6,13.1,,33,31.7,39.3,,
Ethiopia,2011,Size,,Large (100+),Average,53.3,2.9,7.3,,31.5,42.1,38.3,,
Ethiopia,2011,Gender of Top Manager,,Top manager is female,Average,65.4,35,100,,46,43.6,41.6,,
Ethiopia,2011,Gender of Top Manager,,Top manager is male,Average,30.5,2.8,0,,32,31.3,40,,
Ethiopia,2015,,,,Average,36.2,16.5,4.5,,27.7,27.6,33.9,,
Ethiopia,2015,Sector,Manufacturing,All,Average,31.1,5.3,6.4,,29.4,27.6,33.9,,
Ethiopia,2015,Sector,Manufacturing,Food,Average,17.9,2.2,5,,23.2,25.5,21.5,,
Ethiopia,2015,Sector,Manufacturing,Textiles & Garments,Average,55.6,22.6,15.8,,47.8,49.6,44.1,,
Ethiopia,2015,Sector,Manufacturing,Non-Metallic Mineral Products,Average,23.8,4,9.3,,30.1,10.9,48.7,,
Ethiopia,2015,Sector,Manufacturing,Other Manufacturing,Average,46.7,7.6,6.5,,35.2,31.3,46.4,,
Ethiopia,2015,Sector,Services,All,Average,37,18.3,4.2,,27.4,,,,
Ethiopia,2015,Sector,Services,Retail,Average,20.4,8,7.1,,31.5,,,,
Ethiopia,2015,Sector,Services,Transport,Average,30.9,18.5,6,,26.2,,,,
Ethiopia,2015,Sector,Services,Other Services,Average,41.2,19.7,3.3,,27.1,,,,
Ethiopia,2015,Size,,Small (5-19),Average,32.8,22.6,4.1,,30.4,29.9,29.9,,
Ethiopia,2015,Size,,Medium (20-99),Average,40.7,6.8,5.3,,23.2,23.9,35.3,,
Ethiopia,2015,Size,,Large (100+),Average,44.6,6.9,4.9,,23.6,30.5,37.1,,
Ethiopia,2015,Gender of Top Manager,,Top manager is female,Average,86.8,64.3,100,,34.3,46,53.4,,
Ethiopia,2015,Gender of Top Manager,,Top manager is male,Average,33.8,14.2,0,,27.4,26.4,32.5,,
Fiji,2009,,,,Average,49.1,,,,37.3,,,,
Fiji,2009,Sector,Manufacturing,All,Average,55.4,,,,40.7,,,,
Fiji,2009,Sector,Manufacturing,Manufacturing,Average,55.4,,,,40.7,,,,
Fiji,2009,Sector,Services,All,Average,47.7,,,,36.5,,,,
Fiji,2009,Sector,Services,Services,Average,47.7,,,,36.5,,,,
Fiji,2009,Size,,Small (5-19),Average,48.3,,,,40.8,,,,
Fiji,2009,Size,,Medium (20-99),Average,46.3,,,,29.1,,,,
Fiji,2009,Size,,Large (100+),Average,66.2,,,,41.4,,,,
Finland,2020,,,,Average,44,9.5,12.9,,26.2,25.7,35.9,,
Finland,2020,Sector,Manufacturing,All,Average,54.9,9.5,12.6,,30.9,25.7,35.9,,
Finland,2020,Sector,Manufacturing,Food,Average,57.6,25.5,47.3,,50.4,58.9,49.2,,
Finland,2020,Sector,Manufacturing,Fabricated Metal Products,Average,27.6,0.8,0.8,,13.7,8.7,21.9,,
Finland,2020,Sector,Manufacturing,Machinery & Equipment,Average,63.4,1.7,7.6,,13.8,6.7,23.5,,
Finland,2020,Sector,Manufacturing,Wood Products,Average,62.2,5.6,3.3,,19.3,9.4,34.2,,
Finland,2020,Sector,Manufacturing,Other Manufacturing,Average,59.8,10,7.6,,38.4,32.5,40.7,,
Finland,2020,Sector,Services,All,Average,39.1,9.5,13,,24.2,,,,
Finland,2020,Sector,Services,Retail,Average,57.4,17.4,26.8,,48.1,,,,
Finland,2020,Sector,Services,Other Services,Average,36.6,8.3,11.2,,21,,,,
Finland,2020,Size,,Small (5-19),Average,43.3,12.6,15.6,,27.9,28.3,37.4,,
Finland,2020,Size,,Medium (20-99),Average,44.6,2.7,9.2,,22.9,21.1,32.5,,
Finland,2020,Size,,Large (100+),Average,48.8,6.3,2.1,,22.1,23.1,35.7,,
Finland,2020,Gender of Top Manager,,Top manager is female,Average,87.3,63.2,100,,55.3,60.9,63.2,,
Finland,2020,Gender of Top Manager,,Top manager is male,Average,37.3,1.5,0,,21.8,20.6,31.9,,
France,2021,,,,Average,51.2,15.5,19.9,,35.4,20.2,53.9,,
France,2021,Sector,Manufacturing,All,Average,47.7,11.9,16.2,,32.1,20.2,53.9,,
France,2021,Sector,Manufacturing,Food,Average,67.3,11.2,23.6,,45.5,25.9,74.5,,
France,2021,Sector,Manufacturing,Rubber & Plastics Products,Average,46.2,10.7,12.4,,28.5,21.6,48.6,,
France,2021,Sector,Manufacturing,Fabricated Metal Products,Average,48.1,16.9,11.7,,12.7,5.9,35,,
France,2021,Sector,Manufacturing,Machinery & Equipment,Average,24.9,6.3,8.6,,12.9,4,29,,
France,2021,Sector,Manufacturing,"Textiles, Garments & Leather",Average,51.5,20.3,21.3,,53.9,53,56.6,,
France,2021,Sector,Manufacturing,Other Manufacturing,Average,39.5,10.9,15,,33.8,22.5,54,,
France,2021,Sector,Services,All,Average,52,16.5,20.8,,36.3,,,,
France,2021,Sector,Services,Construction,Average,28.5,3.8,12.2,,15.4,,,,
France,2021,Sector,Services,Retail,Average,69.9,34.6,32,,64.3,,,,
France,2021,Sector,Services,Hospitality & Tourism,Average,72,21.6,36,,47.6,,,,
France,2021,Sector,Services,IT & IT Services,Average,45.5,12.2,15.8,,30,,,,
France,2021,Sector,Services,Other Services,Average,50.5,12.4,16.5,,29.4,,,,
France,2021,Size,,Small (5-19),Average,53.8,18.2,23.7,,36.3,19.3,56.3,,
France,2021,Size,,Medium (20-99),Average,42.7,6.2,8.2,,33.5,21.1,52.4,,
France,2021,Size,,Large (100+),Average,43,10,10.2,,29,23.2,42.2,,
France,2021,Gender of Top Manager,,Top manager is female,Average,91.9,56,100,,52.5,27.3,69.4,,
France,2021,Gender of Top Manager,,Top manager is male,Average,40.8,5.1,0,,31.2,18.7,50.9,,
Gabon,2009,,,,Average,33.1,9.4,11.5,,24.2,,,,
